,times,data_upd_times,test_loss,test_acc,eta
0,4617.529202158563,4262.050460155122,1.9171688282566517,47.0986,40.0
1,4571.564595780335,4222.009573213756,1.6171249961580616,47.0986,40.0
2,4568.736181537621,4219.930565599352,1.9527353863038273,47.0986,40.0
3,4681.166187013499,4322.753574601375,1.2483805416595608,47.0986,40.0
4,4588.142574489117,4237.069766958244,1.227892513548831,47.0986,40.0
5,4625.400724659674,4271.008111964911,0.9195595573703393,47.0986,40.0
6,4920.684787002392,4545.957894238643,1.546004773454772,47.0986,40.0
7,4959.350515519269,4588.583795606159,1.9524323667355783,47.0986,40.0
8,4945.918459219858,4572.660360241309,2.5301730376325366,47.0986,40.0
9,4999.613559409045,4623.759044778533,1.6760242291137628,47.0986,40.0
