,times,data_upd_times,test_loss,test_acc,eta
0,4667.974418290891,4309.4980293456465,0.6914633855177061,52.9014,0.04
1,4628.516821104102,4276.381517127156,0.6914635104106923,52.9014,0.04
2,4614.575235857628,4260.350889991038,0.6914615411503156,52.9014,0.04
3,4556.863136510365,4211.939698674716,0.6914586419614105,52.9014,0.04
4,4625.100082745776,4270.779932791367,0.6914597485785757,52.9014,0.04
5,4536.905518199317,4192.373053067364,0.6914570974523268,52.9014,0.04
6,4586.068692399189,4235.779866010882,0.6914591542523235,52.9014,0.04
7,4583.7649725796655,4235.0412120250985,0.6914565192266897,52.9014,0.04
8,4561.7690112981945,4217.224704514258,0.6914537264499006,52.9014,0.04
9,4614.92950116843,4264.093173594214,0.6914549482570913,52.9014,0.04
