,times,data_upd_times,test_loss,test_acc,eta
0,4626.153685119934,4270.992331657559,0.6915221445041873,52.9014,3.999999999999999
1,4641.127018058673,4284.4978063013405,0.6915781245932469,52.9014,3.999999999999999
2,4603.206392076798,4253.997019638307,0.6912717779349796,52.9014,3.999999999999999
3,4642.169680121355,4286.464714615606,0.691067162853808,52.9014,3.999999999999999
4,4553.981715545058,4210.046706228517,0.6909963757186054,52.9014,3.999999999999999
5,4621.419568124227,4270.1209331564605,0.6910135468077501,52.9014,3.999999999999999
6,4578.969791838899,4232.972178216092,0.6913004385854686,52.9014,3.999999999999999
7,4582.663577336818,4236.084492706694,0.6909225680930992,52.9014,3.999999999999999
8,4560.795447274111,4215.598233733326,0.6905992676095182,52.9014,3.999999999999999
9,4625.964699185453,4271.964290495031,0.6907301986085698,52.9014,3.999999999999999
