,times,data_upd_times,test_loss,test_acc,eta
0,3894.572631574236,3569.2618239587173,0.6544156890903319,67.5058,0.5020031715369243
1,3813.368253898807,3493.32382720802,0.6263873882078277,72.145,0.5022259035677642
2,3864.630111988634,3541.5941128442064,0.6041311919560094,75.27799999999999,0.5013908837680946
3,3901.5725042298436,3577.237793191336,0.5861550137542415,76.35300000000001,0.5025022282817515
4,3912.272629391402,3585.5154404891655,0.5714116153292285,76.5408,0.5010416836467895
5,3963.7031437596306,3628.817355471663,0.559258135898584,76.7504,0.5020758106098944
6,3971.7149296551943,3639.045998092741,0.5491077125957466,77.1658,0.5026124861099917
7,3964.137877462432,3632.2783571518958,0.5404901765795941,77.1176,0.5037785501991522
8,3907.5157864680514,3578.927329842001,0.5331764185613974,77.3814,0.5009350010583549
9,3914.7840815605596,3585.3282321719453,0.5269604500266618,77.619,0.5061321192127234
