,times,data_upd_times,test_loss,test_acc,eta
0,4596.002800887451,3909.64102637209,0.6391736971466926,71.7496,0.4970131091865159
1,4140.920380636118,3573.0217650569975,0.6161593652189915,73.7312,0.49706614659767884
2,4134.969324783422,3566.415242147632,0.5968493408999148,75.2152,0.4972058896438736
3,4051.860865484923,3495.6805986780673,0.5809811274769007,76.0786,0.4975159599429362
4,4157.037913826294,3584.0165482936427,0.5677785159209336,76.5688,0.4983154850332014
5,4056.457415270619,3496.213970001787,0.556722829951943,76.86019999999999,0.4976386657599875
6,4144.293330805376,3568.8721991181374,0.5473357448259542,77.0658,0.49872237310814915
7,4065.5018205894157,3504.0002934318036,0.5393468902890021,77.2256,0.4970231534155541
8,4040.555673225783,3480.593831524253,0.5324218120468949,77.3668,0.5004427151605334
9,4079.1391103304923,3512.841160031967,0.5264541334556514,77.47200000000001,0.4971726117848641
