,times,data_upd_times,test_loss,test_acc,eta
0,5448.217431098223,4666.256283429451,0.6790884974147637,57.764,0.49701333876302445
1,5466.674117842689,4671.027318317443,0.6744881407962153,59.4678,0.49716209162787306
2,5440.357804428786,4644.850828686729,0.6705794786630901,60.137,0.49692644618569615
3,6463.697834294289,5329.697492016479,0.667440708357726,60.6674,0.49718905570602384
4,8052.366625220515,6148.596487818286,0.6648480955995111,60.9744,0.4966055976943549
5,5739.30103642866,4905.177936505526,0.6626766441622405,61.219,0.4964457401623824
6,5502.375923199579,4704.323949780315,0.6608342908303297,61.3652,0.49691126692577897
7,5137.102579124272,4387.403231013566,0.659255007619786,61.5116,0.4971117695231065
8,5059.439515690319,4325.009662296623,0.657888332964092,61.6258,0.49797237300630615
9,5064.361173346639,4326.218143525533,0.6566994998441028,61.7052,0.49664923923802917
