,times,data_upd_times,test_loss,test_acc,eta
0,7040.515590429306,5989.088874069974,0.6790875901116387,57.7652,0.4970124870399676
1,6329.048904327676,5465.948200308718,0.6744897197267663,59.4302,0.4969704187872316
2,6457.554815116338,5581.239639297128,0.6705801904903975,60.156,0.49663691895859224
3,6540.805184901692,5652.9091930622235,0.6674419789069465,60.674,0.49706101989405665
4,6800.823627012782,5881.96388791129,0.6648485713791669,60.9798,0.4967156194575111
5,6187.825873750262,5345.173217871226,0.6626767251043618,61.2188,0.4967473334237948
6,9061.1870335266,6853.964629291557,0.66083352031405,61.3656,0.4972453392189936
7,7525.056742369197,5972.668977041729,0.6592555691386301,61.5078,0.4968727428953817
8,5859.520616450347,5069.786108544096,0.6578909181862593,61.627,0.49662062032924204
9,5597.950118916109,4845.599033957347,0.6567019413667463,61.7016,0.49687181247697876
