,times,data_upd_times,test_loss,test_acc,eta
0,4966.64339589607,4284.365874640644,0.6913967447639479,52.9014,1.9281759741595266
1,4944.162742249668,4267.695746629499,0.6913434216801173,52.9014,1.9281759741595266
2,4968.743979053572,4292.078660545871,0.6912954557555524,52.9014,1.9281759741595266
3,4975.081067307852,4285.958856491372,0.6912476397196651,52.9014,1.9281759741595266
4,5576.345973036252,4815.287136763334,0.691200065147246,52.9014,1.9281759741595266
5,6140.846610754728,5296.320765863173,0.6911526187583648,52.9014,1.9281759741595266
6,6595.646425543353,5673.000857020728,0.6911053816231676,52.9014,1.9281759741595266
7,6552.728500514291,5643.742697076872,0.6910583350844582,52.9014,1.9281759741595266
8,6580.981910442002,5663.625552943908,0.6910114814713635,52.9014,1.9281759741595266
9,6631.065513506532,5645.4902735492215,0.6909648062218072,52.9014,1.9281759741595266
