,times,data_upd_times,test_loss,test_acc,eta
0,5278.952767770737,4563.484475808218,0.6914650677637394,52.9014,0.04
1,5266.499518752098,4553.56659623608,0.6914609857995933,52.9014,0.04
2,5251.588170520961,4536.215040368959,0.6914605891978898,52.9014,0.04
3,5289.697556076571,4561.558107175864,0.691459779276267,52.9014,0.04
4,5177.631330220029,4476.677532017231,0.6914588519229713,52.9014,0.04
5,5214.790622644126,4506.209619149566,0.6914578743657229,52.9014,0.04
6,5298.115135196596,4574.129194191657,0.6914568774699863,52.9014,0.04
7,5297.400069475174,4576.524892200716,0.6914558733323667,52.9014,0.04
8,5306.200084530748,4584.24221354723,0.6914548664649862,52.9014,0.04
9,5291.195596714504,4567.11620624084,0.6914538586771839,52.9014,0.04
