,times,data_upd_times,test_loss,test_acc,eta
0,4130.049987372011,3787.0897541455925,5.85899138297152,54.1142,40.0
1,4023.8021961385384,3692.9079595860094,2.12192833309025,45.8858,40.0
2,4001.1200632825494,3669.722175897099,7.658492586930806,54.1142,40.0
3,4088.569146996364,3748.3542413013056,2.4320573486960777,45.8858,40.0
4,4033.2627533664927,3701.088848505169,7.447426041829077,54.1142,40.0
5,4019.7006291663274,3687.0081037143245,1.9030051089347886,45.8858,40.0
6,4014.0385936051607,3681.96076230146,7.691940919558117,54.1142,40.0
7,4080.6104438025504,3742.324152492918,3.596540115041286,45.8858,40.0
8,4040.023707882501,3705.4225001446903,4.5224997097654445,54.1142,40.0
9,3990.1744161238894,3662.0874597039074,1.4451319019647162,45.8858,40.0
