,times,data_upd_times,test_loss,test_acc,eta
0,3856.3989707073197,3560.423000591807,0.6897651148776732,54.1142,0.04
1,3897.7320294138044,3596.82525331527,0.689756541881474,54.1142,0.04
2,3843.744420580566,3548.8909906772897,0.6897526095082164,54.1142,0.04
3,3873.728162324056,3576.9165849536657,0.6897468412379538,54.1142,0.04
4,3795.195171777159,3503.2714437050745,0.689744595542613,54.1142,0.04
5,3825.2934681661427,3532.430372630246,0.689740529216301,54.1142,0.04
6,3837.3669123062864,3543.9353903317824,0.6897396657760111,54.1142,0.04
7,3940.8609769418836,3643.259159109555,0.6897389262401319,54.1142,0.04
8,3862.548804250546,3568.0435047261417,0.6897337442325085,54.1142,0.04
9,4039.2125220438465,3715.653378584422,0.6897305597593798,54.1142,0.04
