,times,data_upd_times,test_loss,test_acc,eta
0,4022.091039814055,3688.506586354226,0.6894407998912767,54.1142,3.999999999999999
1,4035.047958462499,3696.541947457008,0.6894265281348245,54.1142,3.999999999999999
2,3949.9461242659017,3622.4312525382265,0.6888194260245049,54.1142,3.999999999999999
3,3982.867556007579,3660.0010054996237,0.6885311889456052,54.1142,3.999999999999999
4,4001.696694632992,3672.193245450966,0.6881920618832319,54.1142,3.999999999999999
5,4002.9044692972675,3672.851541769691,0.6878802034062828,54.1142,3.999999999999999
6,4019.6795258577913,3689.058922220953,0.6875662734019237,54.1142,3.999999999999999
7,3996.3126033265144,3670.643528318964,0.6875520779626101,54.1142,3.999999999999999
8,4071.6110568866134,3736.648321135901,0.6871521662053919,54.1142,3.999999999999999
9,4050.156367980875,3713.5244731782004,0.6867501421419593,54.1142,3.999999999999999
