,times,data_upd_times,test_loss,test_acc,eta
0,5827.681051796302,5376.680351404473,0.6824625538099052,56.3832,0.5020025174337692
1,5750.192873814143,5312.139129890129,0.6765770615906295,58.1884,0.5019600670523143
2,5670.164226775989,5245.213715392165,0.6719904538820515,59.805,0.5016523523987887
3,5665.875919262879,5241.475566837005,0.6684337717184207,60.4264,0.5020586972614247
4,5690.075415094383,5261.228242539801,0.6655647987369798,60.8018,0.5017121524804151
5,6038.418187531643,5536.1754674958065,0.6631905301211609,61.131,0.5017475205217841
6,6009.79237108212,5521.279676660895,0.6612891125254237,61.2024,0.5022290209868518
7,6118.508612381294,5612.256606740877,0.6595504371375931,61.4528,0.5019002881743595
8,6896.2638096679,6263.79617743846,0.6581310669919694,61.538,0.5015620916117677
9,6457.409334005788,5909.542571700178,0.6568385914111882,61.6762,0.5018602538743538
