,times,train_loss,test_loss,train_acc,test_acc,eta
0,0.112340590916574,0.36188354895289954,0.36104556223563616,73.31321639458145,73.76693296283432,0.03876294449019763
1,0.10576516669243574,0.3572700256366017,0.35689997480020186,73.70397707537339,74.38346648141716,0.03876294449019763
2,0.09901702776551247,0.3549843098122842,0.3553836669325615,73.84074331365058,74.60055574852379,0.03876294449019763
3,0.10021219216287136,0.35368112983087974,0.35434737329155913,73.92106634248003,74.73080930878777,0.03876294449019763
4,0.0993332676589489,0.35268830971425597,0.35365549291071235,74.00790204932268,74.8002778742619,0.03876294449019763
5,0.099076297134161,0.35191973400861015,0.3531852165177503,74.07519972212575,74.93921500521014,0.03876294449019763
6,0.10021573398262262,0.3513022454872256,0.35280151737712573,74.14032650225772,74.99131642931573,0.03876294449019763
7,0.10115776676684618,0.35079074858033843,0.35252650769481586,74.22064953108719,75.01736714136854,0.03876294449019763
8,0.10379559081047773,0.3503609732702016,0.35228938025052453,74.26623827717958,75.06946856547412,0.03876294449019763
9,0.09740836080163717,0.34999290101932057,0.35210506714160733,74.28794720389024,75.04341785342133,0.03876294449019763
10,0.09914237540215254,0.3496741033818413,0.3519367577086,74.31399791594303,75.01736714136854,0.03876294449019763
11,0.09638332948088646,0.3493946635624597,0.35181799871222874,74.31182702327197,75.03473428273706,0.03876294449019763
12,0.10082884877920151,0.34914786777664486,0.3517046166398236,74.33353594998263,75.00868357068427,0.03876294449019763
13,0.09908053558319807,0.3489283117533249,0.35161949426693967,74.34439041333796,74.93921500521014,0.03876294449019763
14,0.10062540136277676,0.3487312779655474,0.3515288768622538,74.3878082667593,74.93053143452588,0.03876294449019763
15,0.0986452167853713,0.3485538224564602,0.35146539462749216,74.39215005210143,74.93921500521014,0.03876294449019763
16,0.10167114343494177,0.3483929418132542,0.3513901845709712,74.38563737408822,74.94789857589441,0.03876294449019763
17,0.1098332991823554,0.34824651362704756,0.35134437568884536,74.40300451545676,74.94789857589441,0.03876294449019763
18,0.1064809039235115,0.3481126361569759,0.35129089099510513,74.39649183744356,74.98263285863146,0.03876294449019763
19,0.11003133933991194,0.3479898367331504,0.35124232510586095,74.41820076415422,74.93921500521014,0.03876294449019763
20,0.10569119080901146,0.34787683542152825,0.35120092876469855,74.42471344216742,74.95658214657867,0.03876294449019763
21,0.10157803352922201,0.34777239832564427,0.3511666766765448,74.45727683223342,74.98263285863146,0.03876294449019763
22,0.10270664282143116,0.3476756879154618,0.35113574094440914,74.43990969086488,75.00868357068427,0.03876294449019763
23,0.11535638384521008,0.34758587811146135,0.3511082321405684,74.45293504689128,75.01736714136854,0.03876294449019763
24,0.13447805680334568,0.34750224693748566,0.35107784645634116,74.46596040291769,75.0260507120528,0.03876294449019763
25,0.15295287407934666,0.3474242121595451,0.35105732994106115,74.48115665161515,75.0260507120528,0.03876294449019763
26,0.12486170884221792,0.34735124088497593,0.35103016513331553,74.476814866273,75.05210142410559,0.03876294449019763
27,0.11112357396632433,0.34728287260828994,0.35100990166916,74.47030218825981,75.03473428273706,0.03876294449019763
28,0.1004182668402791,0.34721868234290476,0.3509937999697442,74.48766932962835,75.01736714136854,0.03876294449019763
29,0.10276923049241304,0.3471583031643487,0.35097774700698836,74.49852379298368,75.03473428273706,0.03876294449019763
30,0.10401305928826332,0.34710143216517203,0.3509576295195027,74.50503647099687,75.0,0.03876294449019763
31,0.10315416101366282,0.3470477771245479,0.35095160570274475,74.52674539770754,75.0,0.03876294449019763
32,0.10706175677478313,0.3469970825958119,0.350935720630776,74.53759986106287,74.9739492879472,0.03876294449019763
33,0.09951520059257746,0.34694913037411396,0.3509222917924322,74.54628343174713,74.95658214657867,0.03876294449019763
34,0.10353391058743,0.34690369070417076,0.35091598920300365,74.55930878777353,74.94789857589441,0.03876294449019763
35,0.0971225118264556,0.34686058793769425,0.3509029575009295,74.5875303924974,74.95658214657867,0.03876294449019763
36,0.09739264473319054,0.34681967828015925,0.3508941288165236,74.60272664119486,74.94789857589441,0.03876294449019763
37,0.10686139110475779,0.34678077529860774,0.3508847363331295,74.60489753386592,74.94789857589441,0.03876294449019763
38,0.1056731203570962,0.34674376342692387,0.3508789565483652,74.59187217783952,74.95658214657867,0.03876294449019763
39,0.10665035434067249,0.346708515725163,0.3508711891802267,74.5940430705106,74.98263285863146,0.03876294449019763
40,0.1003170283511281,0.34667490383262534,0.35086500689721756,74.59187217783952,74.9739492879472,0.03876294449019763
