,times,data_upd_times,test_loss,test_acc,eta
0,6287.792779314332,5715.021365068853,0.6824632925834186,56.382,0.5020033863453817
1,6253.887467388064,5692.600638208911,0.6769122903445032,59.4594,0.5021001557381535
2,6278.863937739283,5703.810732211918,0.6720473317760195,60.0714,0.5019826559094649
3,6303.109487438574,5722.810752191581,0.6686273644252275,60.5948,0.5021143942309891
4,6363.912312457338,5775.548424749635,0.6655662071582352,60.7896,0.5016846233087128
5,6359.659214338288,5771.717089744285,0.6632470130397948,60.9996,0.501422295493318
6,6314.482757912017,5737.656417355873,0.6612122442633168,61.282,0.5018424624341267
7,6358.16941204574,5769.017682461068,0.6597084191001147,61.3718,0.5020930772177877
8,6356.071168575436,5772.059162207879,0.6580947130088725,61.556,0.5029377126817491
9,6363.985182405449,5774.579950876534,0.6569584258033978,61.6148,0.5016389319508263
