,times,data_upd_times,test_loss,test_acc,eta
0,4302.677867732011,3690.661159547046,0.6897871249586782,54.1142,0.04
1,4299.779135012999,3685.979227051139,0.6897502857648807,54.1142,0.04
2,4288.043212356977,3671.2059364477172,0.6897498522783648,54.1142,0.04
3,4270.647692621686,3660.5901134759188,0.6897473200204666,54.1142,0.04
4,4279.174409585074,3662.7337091434747,0.6897445368018443,54.1142,0.04
5,4322.41669235751,3705.98413283471,0.689741505076306,54.1142,0.04
6,4331.116353503428,3713.932197625749,0.6897383862814804,54.1142,0.04
7,4288.45282370504,3677.4615370044485,0.6897352316569995,54.1142,0.04
8,4571.975020939484,3933.6583702377975,0.6897320632135449,54.1142,0.04
9,4481.113073066808,3823.7475328007713,0.6897288894161184,54.1142,0.04
